source,target
402144648,227362
400274118,215215
419621877,296956
405353362,173788
400274145,305179
404584259,1002
405353479,348766
405353479,304329
405353834,194016
402145308,304306
402145308,233004
400264209,300764
437373156,166187
430803847,290371
400257887,280741
405311853,233352
437978672,206522
405311924,162218
404571343,44915
402114065,280723
404571423,254672
405308563,45558
405308448,341232
431437279,14472
438116165,221311
418472986,91987
406267043,208737
406267043,214352
445547640,303645
445547640,221729
445547640,234481
445547640,80218
445547640,301345
412743143,234370
412743134,56577
400256138,26109
400256101,346550
405306896,150218
404569962,18168
400255816,265752
445547347,340428
440891162,209324
446758358,341353
448408697,330469
406266749,230642
424253961,307993
406266687,213916
405307243,206909
406266927,327098
405307289,341395
404570157,314220
431437260,279079
405307680,113398
427737657,81272
448408786,314202
404571245,341470
405309107,20263
405309223,44453
400256487,221683
400256735,341621
425365053,230508
426537456,122271
405310097,220581
405310603,139551
400257084,17245
402114804,280726
404571726,226598
445548845,32725
443867120,230189
400257262,280730
448408919,280738
405311960,104123
428521968,280739
405312022,20755
405312184,183757
406269229,280737
405312255,341652
405312549,105129
436255384,195022
445549265,140809
445549265,210251
405312629,221859
405312674,144126
420429183,72131
420429183,20993
420429183,180421
405312647,280749
400257805,280723
402115769,145854
437372914,8664
402116768,130267
402116768,6973
402116768,280779
405317795,93303
417893783,280793
405317839,280789
404573261,280786
404573234,20980
448409115,280797
412744099,114798
437372969,280799
405313101,210670
405313245,166281
405313361,280757
400258010,217423
402115867,212600
405313655,108641
405314020,214803
405314020,280765
405314146,93792
406270075,280766
415598687,226639
431179093,280805
400258252,216723
406271458,280802
402117197,208986
406271555,42254
446758483,279921
405319285,98641
404573653,56697
431437420,67350
406271902,198823
406272019,234105
406272019,227653
405319604,217220
402118784,280822
402118784,199095
415104719,212498
420006013,233424
405320406,184758
445551322,34232
405320781,280817
405320610,216493
404573984,280832
400258261,209909
412744384,280840
405320790,68816
404572912,64059
400258430,280774
405314654,213589
418473146,90701
405315118,211848
405315047,171325
405315136,240981
436255419,223282
405314761,280727
405314761,320804
405317517,8463
400260640,311702
405323010,132752
424073004,343501
405321361,280801
447863447,128641
400260089,216930
406272947,69279
406272947,93233
405321824,109135
400260276,253876
424254096,206978
405321762,280851
434174751,222486
405322164,280714
423100593,301078
415104915,219924
405324634,220720
443122568,220772
406274669,217195
405324643,217447
436255473,223134
425057635,343664
421276835,220495
404575312,63945
448054408,344460
418473609,309474
422736034,209218
422736043,344071
405328710,171819
402123037,124630
437373129,216493
406275873,239395
406275917,227653
402122001,299251
404575740,233554
419621662,219861
400262336,311702
412745230,254438
445554052,257578
405326749,207426
405327070,27643
400263040,9384
400263040,52052
405327025,143887
404575875,39382
405325722,150218
402122332,47828
402122341,237812
405327579,221226
406276569,5640
445554114,221001
439868751,309015
400263308,313932
400263308,115921
405327677,205158
438732490,227280
405325312,75137
405325401,144249
405325535,220748
405325474,211148
404575562,241925
400261916,214754
404575615,148131
405325857,297793
405326071,207711
422990473,208748
400262256,206728
406273731,166865
405323476,9742
422735874,346677
422735874,346678
422735874,34515
405323528,259294
405323653,213287
405323724,218367
405323724,343229
433650284,31061
422432718,351016
406274268,151855
400264478,136434
436255570,218592
405330477,134566
405330477,25148
442263774,344789
426538277,219228
405330707,206826
416346911,273576
405330887,164779
424254194,343956
405330976,292780
405330930,96798
405331056,101977
412745819,211454
406278567,215950
405331029,213661
402127462,344784
427738166,344840
400265146,85851
443867549,207532
400253293,194017
400253293,26689
400253293,174282
405303470,123110
405301310,142271
405301310,208792
405301310,95837
405301310,213645
420428941,224378
430037925,242121
404565332,11767
405293365,197797
436255277,299426
405282929,336680
405284767,4750
405284936,346329
405284847,103199
405284847,143563
400244650,9815
404562344,143563
402096922,26498
404561318,319202
405281626,311498
424616080,191798
406252380,217832
406252424,213708
402094817,306885
402094817,82458
431436573,34165
400243063,336445
417893248,279133
404562442,211037
406254413,37877
402097299,26660
405285490,228197
405285597,228951
402097440,106969
402100775,338382
404564529,225880
424253756,314637
420428488,93667
400247648,338827
404564681,2199
412741056,290371
431437055,51422
426536563,206034
428521833,339018
445542324,104071
445542280,252123
405292918,243165
426115795,147030
426115795,279234
404561835,217546
405283465,336492
400243571,199802
400243615,199802
402095683,167569
405283330,246544
416342559,335816
405283580,294791
400243697,242476
405283811,162826
405283811,22571
400243848,239052
404562102,65860
436042827,301199
405284678,10432
405284598,132833
405284605,313932
434173299,214880
406253049,235390
406253049,336588
405282590,211918
428521717,191612
405282616,31465
406253021,336182
404561700,253308
431178655,292665
433106113,164881
402095415,216628
436255179,227452
402098902,337978
405288665,45393
404563628,233741
405288576,338338
425057369,166856
405289085,59172
439868234,221295
405286051,96918
405285891,273077
405285891,135149
402098172,84356
439414992,228619
400245515,279206
445540326,209239
402098332,132027
402098332,211521
405287372,233411
404563762,16745
404563762,14472
420428317,224378
405290000,227074
405289986,94546
404564084,338660
405290037,228197
400247023,35131
400247023,252827
400247023,39879
405290484,338678
402100659,70816
405290616,214391
433106239,16566
442733918,338683
404565341,245638
400248610,19454
400248576,233859
402102675,292461
402102675,292462
445542869,133584
404565582,339331
406260255,218623
405294499,226297
400248932,28352
400248807,213218
405294621,164888
400254933,279474
400254933,220036
447863296,341055
402112236,78033
434174234,222159
405305183,216495
405305183,226542
405305183,341033
418472897,354248
446758278,296283
421276201,285687
405294952,223044
402103380,234621
433106300,339495
433106300,339496
405294783,339499
430803428,213656
400249003,210865
412741500,241555
436043167,1771
402104021,346468
405296353,212347
405296399,41316
406261557,43447
406261879,294374
405297209,51675
424253863,217891
400252604,339560
402105191,339934
405297771,228454
405297771,210589
438116012,338828
405298360,297470
404567553,107956
405298422,171076
412742064,223052
412742064,210718
445544411,90657
427737531,237318
406263118,93775
402109464,339726
406263145,339547
429325223,235052
406263163,140661
412742876,218729
412742876,116149
412742876,218731
405306440,341230
400255460,59505
441560491,217454
405306636,102089
405306636,227248
404568552,220978
405303693,232827
400254292,9815
448408571,340765
416344502,122231
402111291,213660
402111291,48703
405304031,15202
400254425,239277
405304264,138832
405304601,111439
405302596,254452
405302621,222570
415104121,279675
416344343,69996
402110746,294133
406264634,211185
405303210,306885
405301383,340336
405301383,207702
412742144,116159
404568008,209503
402110078,93284
402110023,339554
412742206,218543
416344227,241478
424253943,314637
400253596,183757
404558233,375
402089912,333065
405268516,333652
404557350,93199
412735982,280168
400236892,332955
405260480,91222
427736569,282993
416339803,216423
415597562,282961
435433906,282963
406239066,346131
406239066,282964
406239949,225645
436254937,137149
420004943,220726
405258180,13860
405258340,223078
405258340,176858
437070054,264103
446972642,207003
405258616,107971
400232752,634
400232752,39876
404555129,35014
404555129,283004
404555129,218476
404555147,233895
429324509,221264
429324509,201351
441559966,248664
405255726,281948
406238637,213740
405255922,219101
405255897,107971
443122096,280179
443122096,280180
443122096,282956
443122096,282957
436254857,214266
405256020,197797
436254866,232597
437069976,331298
400231888,330659
404554193,95555
404554371,213789
400232039,244691
400232075,43321
433649322,240213
405257699,63957
405257396,34733
405257396,41203
405257396,280176
405257396,44966
412735562,226143
405257635,282986
405257733,250951
406239075,346131
406239075,282964
415102043,164085
405257993,107972
416339901,256079
404554184,156227
402078782,69981
405257029,10561
405257029,166996
416340249,69176
418471442,283008
405259483,228975
441485885,283000
405259544,226257
405259884,219361
445528947,227487
400233118,281952
405259740,222815
433649411,240528
404555398,167569
423355648,221667
417892579,280172
424615795,229675
424615795,219950
405260747,106662
405261229,235059
445529722,238593
428521487,170104
406241801,281972
400234251,209369
437372095,125581
422732779,281979
406242114,217348
402081803,207005
412736286,281981
406242150,281984
402081983,133910
400234689,235390
400234689,281985
400234689,281986
400234689,281987
405268776,215690
423355675,216743
405268749,131919
445532629,170522
402085603,240980
400237089,216216
406245166,252264
402085890,28283
402085890,187693
441485974,5182
431436172,225802
400235456,2282
405264119,222084
406243435,281669
406243435,330858
406243435,280296
406243435,408
426115198,240253
426115198,279234
402083302,162218
440890751,238133
441485965,54127
404556663,291929
406243667,233116
405264930,215110
405264930,214573
405264930,1012
405264930,24637
445531130,332966
405267394,228375
405267394,132100
405267394,228376
424615857,191798
405267410,333410
405267660,72749
406244461,12097
402085113,213808
402082116,281991
440394707,281655
405263389,239099
402082358,281657
404556379,150836
404556379,214406
400234992,281660
402082580,281657
402082553,281657
441996155,209762
402082786,51273
425364269,56227
405270512,8193
405270335,128049
405270282,90384
405263833,93792
402087157,152858
402087157,233385
402087335,22628
430037364,84162
446973348,230453
433105971,353243
433105971,253369
437070287,333076
406243792,215008
406243943,15218
405265680,217978
405265680,113175
438731366,233018
445531568,173760
405265984,40068
404556912,98289
402084105,212629
406244185,37942
405266242,4034
405273412,24812
404558616,52547
423100370,209184
402088968,24490
402088986,37181
404558769,195317
405273779,334695
405273797,60846
405273797,101638
404558741,334694
404558741,300562
405274046,34296
405274046,168731
402089262,65909
402093649,103825
405280903,234028
405280903,94456
431178548,237562
422734036,336219
406251979,241280
402093989,93732
412739309,224067
405281289,157501
402094103,26498
431178619,280805
402094023,26498
436255142,1523
402094247,292500
406250435,36255
404560514,211534
405278667,103682
412738863,221317
443569611,225880
443569620,225880
424616026,335439
400241804,209503
402092631,156455
416342256,239994
406250907,314958
405279158,198936
405279407,346249
405279407,350
405279407,221988
405279407,141491
406250925,218319
445535430,279513
441560231,335014
406250943,216511
405276179,82026
412738426,231015
405276080,208126
428521628,218775
400240510,222827
425364517,164203
404558929,306966
404558929,239484
437372371,296877
402089672,182480
402089672,334864
406248145,210634
405274803,94546
412738202,279497
445535298,152472
405275090,334911
412738239,227953
402089887,217529
402089887,299818
400240084,307594
402092944,229305
412739130,279468
402093051,22628
402093257,336020
405279737,10432
405280100,233684
415598124,252154
405280011,167435
400242260,335982
435893874,314909
402093355,336083
402093355,206957
406251504,254197
437070704,241488
405280431,1572
405280761,62942
402093612,240530
442733687,7667
442733687,127434
443866265,334271
445533922,334350
405272002,232601
406246600,227099
406246753,228491
400238854,212849
445534413,43151
445534404,295039
405276589,199498
416341934,237461
405277043,335267
400240967,208768
405277258,197797
405277258,297531
406249563,257578
412738685,41255
405277524,257580
426115465,92990
445536402,157582
402091981,6694
400241494,335609
445536616,243850
405278417,292780
416339340,226764
436254731,223285
445522202,257546
432546462,205259
404549137,41203
404549146,257544
420004587,257534
405241439,241287
405240449,257593
405239371,37557
405239371,42220
426534388,257598
405239576,226602
430036178,216255
402065992,315857
405233019,327064
406226980,327098
402066599,233702
405234312,9386
443865328,215973
400220783,345892
405234633,278840
423355336,242304
402066679,241670
402066679,99971
412731726,240606
445518985,128526
402066848,33429
405234731,60976
405234731,327281
405231146,208299
405235124,170982
420426346,236235
404545211,326561
405231538,294106
404545220,326566
400219143,202073
420426417,247544
404545587,37557
405232421,4135
445517860,241680
445517860,27291
445517860,9681
402065938,211686
402065938,52392
405232341,77403
431950766,229007
400220015,256079
424253113,244002
400220284,216346
400220284,257591
402066401,194016
402066376,84356
445518486,229339
422990268,228582
420004355,279116
406227676,212861
428884013,1601
402066884,224391
405235142,220414
405234955,211263
404546844,210803
404546844,219223
405235133,222212
400221041,43321
405236793,88190
404547059,24079
412731860,180757
436254580,4214
431435495,204798
431435495,6835
445519564,248280
412732002,69513
405237514,242475
402067543,222835
441559779,59308
404548003,257592
405239905,257594
405239585,212726
405239914,257591
445520641,218075
406230644,257606
406230662,282692
405240289,257580
439410291,42920
406230715,59172
406231590,230218
405241876,134826
405242009,257601
405242009,257602
405242170,161798
446971689,129300
405242241,43999
405242241,40068
405238764,257612
405238764,327816
405238764,282687
445520142,22848
426534342,6247
406230109,50256
406230092,50256
405239219,172632
426534360,6247
405239264,44572
406230261,157116
405240788,24637
432386508,257579
404547852,142271
405240966,257571
406231117,257578
405241386,42310
405241224,77403
406231242,104029
416338163,219719
402071976,229330
402071976,229331
402072065,77641
404550008,221077
400226064,257520
402072154,211897
405246265,127604
404550044,38840
405247111,227362
431178030,204798
406233892,257517
405247059,207273
436254633,44962
436254651,44962
405242624,282695
436254660,44962
436041720,221375
406232054,185056
405247200,64894
402069854,232881
402069854,145598
400224609,257550
402069934,257549
402069934,329280
402072378,86879
415101507,237679
415596652,211845
406232223,234418
400224672,209369
437371611,257545
405243357,257596
405248860,109023
402070192,211345
431435707,233033
402071397,254587
406233222,62095
402071477,212810
439410914,257529
416338546,214695
405245373,168104
405245284,88740
405245881,28566
438114728,221447
400224878,9361
446757812,279921
446757812,147030
445522239,18199
406232660,228363
436041775,12058
405244196,10979
406232848,182173
406232900,220024
434171834,91347
445522658,329478
445522658,249526
402071912,66216
405245809,207197
400227287,257520
432386544,43321
422990339,223031
405249208,258093
434171987,217307
422990348,240478
406235499,220341
404551043,210255
406235417,307874
400227795,283551
423100325,211975
400228017,259119
405250473,50113
406235989,47029
400228124,212857
406235925,17902
441559920,277545
435893491,99961
433648984,166396
400227330,329828
404552195,329752
404552195,329757
400228179,330365
402074713,84356
400228348,345430
405247424,71691
402072573,240741
420427014,223190
402072706,39072
402072706,47615
405247763,282570
420427005,213066
420427005,227331
404550455,81353
406234418,282568
420427041,211968
420427078,223200
416338760,282575
426534690,146519
405248147,141342
404550543,37571
436254688,223285
436254688,223134
427736275,194227
418471031,211356
418471031,251192
436254704,124707
436254713,31570
412733993,212656
418471059,213004
405248646,29769
404550776,219370
405248959,11620
405248959,181500
400227134,217602
415101856,261564
402075847,218806
400229490,186610
405252453,209614
405252453,208034
405252783,330858
412734689,58970
418471068,135643
433105702,22173
425056903,330853
400229873,330419
404552970,75137
405253032,123554
436685213,230445
447862803,186746
404553470,208594
420427309,226692
405254674,17005
405255245,331385
405255343,104908
412734046,258096
445526306,295055
446972349,4727
404553194,330779
402076515,77903
402076515,283874
454412038,330723
454412038,330724
454412047,218834
454412047,330723
454412047,330724
402076533,20485
445526556,238644
436254802,234307
406237843,292461
405254460,202479
434172236,253985
405254399,164779
400228491,215671
445525414,330469
445525414,229339
400229089,330517
418471120,213600
406236648,244589
406236586,279442
445525744,141441
405252042,213133
405252042,113911
405252042,149295
405252042,24637
405251944,209103
405252337,202479
416339331,232519
405252239,72776
404544221,326029
406223466,188802
426114448,92990
446970289,250353
446970289,250354
446970289,284076
446970289,284077
420425588,252476
405212639,154926
400208690,40129
406217543,230363
418469678,251192
400205176,242058
404537881,213133
404537916,214826
435893231,375
445507853,238887
429323653,253176
424615063,251478
405209073,250951
444959314,241156
405209046,209183
424072470,120918
436684893,222460
405209448,182645
402051532,179859
402051532,220342
404538390,227448
404538390,174282
404538390,252028
404538390,227447
441559332,250964
400207174,234515
402051550,216241
421274445,220495
440393806,214346
405210490,215110
405210490,1012
404538808,250675
405210828,65536
402051934,170861
402051934,8706
405210953,39343
405210953,210835
426533076,13993
