source,target
405071522,172684
400131102,224391
400131102,233329
400131102,24637
400131166,45813
444548928,224383
406131975,177432
402006084,154730
405072219,205158
400131255,32127
405072246,16642
400131291,155466
412703775,224065
405072451,134617
405072451,186481
402006477,82040
445452894,224446
404482680,224372
404482680,43906
404482680,224373
415093106,86216
405072610,137994
405072745,224467
402006495,216712
405072861,208104
404482788,209518
405072914,224480
405072843,81812
405072843,14048
400131870,224364
400131870,224365
405072905,194017
405072905,216367
404483000,3166
406133009,213645
419993779,224378
405073655,98355
405073655,224347
405073655,16125
442261507,224272
423352909,221746
412704097,215068
426524754,224532
402007010,153348
402007010,213142
402007010,1012
402007010,224311
402007010,74570
402007010,224312
402007010,60202
405073940,120710
404483171,34928
404483171,224351
404483297,213381
402007056,198217
445453615,224556
445453660,224504
400132664,224572
404483448,6870
428519739,283860
428519739,240022
428519748,240211
428519748,217945
405074690,5084
405074761,5084
404483643,100903
405074958,224602
416315696,159416
404483723,8232
405075476,173630
404483885,131846
405075421,212024
430798639,218423
412704391,224636
405075546,169500
404484161,91408
424613083,212397
442569891,224649
405075760,160432
405075760,224465
404484205,11444
405076554,223092
405076554,199404
405076554,98149
424069242,136637
433645004,9794
405076064,321181
405076064,224053
406135766,202818
402007715,89704
415093400,131692
404484624,197790
405076938,224739
402008037,215384
405077615,223245
406135882,224458
404484278,220032
406135392,24637
405076135,214853
406135383,208078
442569944,224643
445454419,219205
430029925,217814
412704612,70773
412704612,144109
402007635,224672
402007635,194789
442569962,127359
404484401,62130
404484401,224507
404484401,207744
404484401,207742
404484401,168186
404484866,199311
442569980,224694
400133743,66280
400133743,156371
419994082,211907
400134564,224537
404485071,224792
405079640,224807
445455445,104071
400134751,210910
404485080,178440
400134760,84207
406136783,222111
417884622,130897
405079944,184090
424613118,212411
445454810,209191
404484697,46038
426111904,279240
426111904,224710
422935051,3187
422935051,224743
422935051,224742
406136186,72479
405078151,219388
402008117,224679
416316016,279238
440391425,199207
405078179,209552
432542670,165283
426111897,283861
426111897,224710
426111897,121702
438110651,224785
402008572,35131
437063810,218287
445455659,224795
405080399,86584
404485384,71298
404485384,202000
404485366,224850
445455640,224860
405080433,25119
429321441,224855
405080415,283865
405080415,164664
405080273,28553
405080273,220720
402008634,165604
427721398,224842
431172857,224868
404485393,193258
404485464,24637
404485464,160550
404485491,186101
404485482,186101
405080683,140608
405080674,224879
431172866,171339
422719357,12479
439395316,224797
405081094,224910
404485669,71689
405081290,224806
405081236,221756
402008858,446
445456024,165248
445456024,219036
406137559,219982
405081156,90194
404485847,205285
404485847,106949
437063972,224937
405081735,224878
400136866,94811
404486034,37571
442261570,127289
437063981,224774
437063990,204075
412705345,218377
421271091,224964
405082388,21227
430030147,224953
417884757,135643
406138157,218598
434163914,219228
405082627,25385
405082627,2667
406138246,41586
406138246,224933
422935088,208751
426111968,279234
439395370,268
439395370,224962
422935097,67197
422935097,224988
405082752,151055
440391568,240210
440391568,225015
405083038,214714
400137972,225078
405082930,215205
405083136,57388
404486445,225031
448049629,19074
405083449,95627
405083369,178440
405083369,225059
405083458,225059
405083458,178440
405083733,112378
419619078,225080
416316784,167233
416316784,167234
419619096,225103
406138745,38077
425360094,82757
421271153,217448
402010159,225136
405084527,530
405084527,85537
436037316,219902
430798684,218423
405084741,182621
405084910,50856
405084910,197390
405084910,225152
405084910,180421
405084910,225154
406130002,224106
422934953,215277
406129586,223923
406129586,216362
404480058,220099
405067092,185329
405060552,223603
436036647,226313
404477874,220488
405056399,3073
405050180,93303
436036246,124707
404474920,223080
404474920,223081
404474920,223084
400121943,213104
400122069,205680
400122069,207776
406122930,222894
412700830,223052
426523577,222878
426523577,222879
416312920,222979
405050448,158624
405050705,105883
404475055,28218
405050590,9437
405050590,223092
412700876,70129
437062759,10541
406123065,107387
436036273,223134
436036273,223133
436036255,69664
436036264,69664
406123154,215532
404475199,219988
430029186,222901
404477133,283847
404477133,223516
404477133,223515
437062795,223148
437062786,223151
401999389,148300
405051492,92573
405051492,220751
445446036,4919
404475457,17772
404476170,138955
405051633,19130
404476161,223313
404476161,223314
404476161,206756
404476161,151349
404476223,223294
436036399,214266
445446740,223331
445446740,223334
445446740,223330
445446740,223332
419992413,223327
400123665,223338
405056807,26378
405056754,206989
400123692,223312
437062839,223098
400123718,149122
404475304,223169
406123403,223171
406123403,283838
406123403,223170
406123699,223188
417883035,210254
417883035,118238
405055158,283837
419992262,223189
419992253,223190
419992253,11918
400122755,222973
419992280,223200
419992299,223198
402000142,209758
404475634,216980
400122899,19021
400122899,223120
400123031,188053
405056889,4212
443859683,223382
424068680,223377
406124812,82554
405057174,221818
405057174,75017
438726764,283846
438726764,160350
422430998,223395
405057673,148183
405057628,165896
405057628,165895
402001178,223364
412701660,223320
405058048,223044
400124655,43906
400124655,223308
404476802,223431
400124030,136434
405058413,222815
438110170,216881
406125250,68791
437062982,207128
437063026,125437
437063008,223482
437062991,209283
437062991,223477
406125330,223492
437063053,223485
433644470,223497
406125394,316646
406123948,223236
405059118,27269
405059118,320804
400122979,223235
405055675,223245
405055826,223216
405055826,217533
402000268,223230
402000268,349479
402000268,223229
422934882,223237
404475992,283844
404475992,223258
419992360,208257
431171821,223254
431171812,223253
400123200,223217
422934873,223238
404476018,223261
436036371,223285
436036371,223283
404476090,223294
404476152,213664
405056362,223078
405056362,176858
441484145,75155
406125802,217103
406124108,36548
436036362,223282
436036362,223134
405060197,207273
441556905,223576
400125486,96138
431171974,216413
431171974,223580
431171974,209066
431172027,9685
404477883,45817
404477865,209177
405061524,26207
405061524,26208
405061524,222399
445449239,223661
445449239,223662
404477482,241331
404477482,164336
404477482,207374
404477277,223541
404477936,209217
404477936,92355
405061597,223689
402003309,30890
405062177,56120
424068813,91810
427720601,217455
445449541,223737
400125878,167313
431172063,223609
405061034,206924
404478392,213191
404478392,223732
404477632,197287
437063142,210943
405060936,207646
416314090,142081
429321227,223634
436036610,124911
419993001,1724
405061409,158206
443859914,223707
400126993,50698
406127882,197193
406127800,141758
405063194,113513
439863596,233027
439863596,233028
439863596,223658
412702366,223771
405063309,107895
404478846,209599
400127313,223808
437063231,157683
402003844,175247
431172143,223836
402003906,219779
406128578,214497
445450155,208142
445450155,208143
402003924,223848
412702473,223826
426524200,44306
426524184,196943
426524184,153380
416314367,223773
416314367,216513
405064059,167425
405064184,223801
405064068,220767
426524193,196943
402003988,33417
400127572,223849
431172170,233028
406129130,223976
423352749,19576
405066351,223916
406129256,170841
405066583,8509
405066583,222288
402004512,8798
404479998,39340
439863658,224020
405064264,223883
405064264,205158
400127830,136434
412702589,160991
405065557,201766
405065584,283850
405065584,223873
430798531,41590
430798531,223783
430798531,3736
440887284,223951
405065968,59736
404479603,223950
405065977,279250
404479676,94110
404479676,223612
404479756,88413
404479756,283851
442261419,224045
445450930,209559
412702883,224067
404480290,224040
404480405,132742
441557021,224005
433102750,26907
405067626,102120
406130217,98464
406130217,10465
405068082,224138
400129703,223975
412703105,224063
412703105,215316
405068171,213287
405068395,320884
405068395,174796
405068288,224155
406130404,223492
438110438,216171
435431365,147566
435431365,207197
412703187,49245
404480913,210132
405069009,81540
405068787,21970
428881695,224039
405069312,82743
406130752,223954
416314973,223881
404481057,220862
445451966,39
438727004,224220
405069465,187232
445451920,224115
412703310,224204
405069795,215767
425359765,65809
412703356,224213
433102821,212679
433102821,224229
400121177,222827
400121177,222828
405047211,140608
405047480,222793
405047300,212542
405047300,222906
400118662,222756
400118662,217441
405044349,10312
441556656,222520
406117287,207462
406117287,162490
406117287,222410
401995089,222152
419618578,222153
400114354,80313
412698068,222156
405036820,151091
405036820,167027
405036820,218452
405036820,222166
405036811,222164
404469561,59172
404469561,193918
400114559,222147
400114559,58034
436035639,211911
436035639,99756
436035639,222088
436035639,216126
436035639,214313
405037142,222212
404469703,81411
404469703,217631
445440568,85057
419991325,226697
419991325,33180
405037525,283812
405037525,283813
405037525,222064
405037525,222062
405037525,222063
405037525,210487
405037525,222060
405037525,65213
405037525,283814
406115751,121919
406115751,153510
434162354,222159
405037482,13936
405037482,222160
405037482,208081
448048835,222228
448048835,222234
448048835,222232
448048835,129568
448048835,222231
448048835,222230
448048835,129571
405037507,222215
405037507,130083
405037507,59341
405037623,147215
448048844,222242
448048844,205173
448048844,222237
448048844,283818
439394585,19982
439394585,221911
445440700,253963
400114906,209129
400114906,253861
400114906,221949
401995418,106079
400115068,222275
445440675,130557
445440675,212196
400115086,208665
405037865,195420
406116082,6882
406116082,222288
406116082,8509
406116082,108552
406116590,222280
417882189,215370
417882189,221980
417882189,23430
417882189,211848
404470041,239427
404470041,283819
406117599,208489
405038230,222262
405038230,217580
405038230,131435
404470103,18742
404470103,18899
404470103,222007
401996079,49035
435430963,222469
417882376,222186
401996097,222458
400116236,222467
400116236,222466
400116236,32321
400116245,210362
400116245,222473
405040664,222476
405040664,213251
412698790,196465
431947058,215971
431947058,172358
404471040,212176
404471040,81353
405040600,158530
406118044,222326
441993960,222513
405040879,221300
405040879,221299
405040879,222507
416311244,222317
430028677,217815
430028677,217814
430028677,217819
405038258,61007
405038258,71275
405038258,39029
404470210,283820
404470210,222335
404470210,222331
406116750,38077
405041155,19623
400115415,222264
400115415,222265
400115415,222270
400115415,222271
405038757,222350
405038757,165770
401995631,208986
401995631,209090
401995631,222000
400115585,222359
424068332,222259
424068332,222261
445441291,158197
445441291,28908
435430954,201628
412698488,89446
412698488,211447
412698488,222360
423352428,252235
400115692,218661
400115692,222379
405039024,30843
424068323,222389
424068323,222391
424068323,222392
400115736,222014
401995926,94110
401995926,160991
401995926,222426
406117394,222031
404470620,186101
406117349,215586
406117349,222427
406117349,222428
405039505,23425
405039505,109894
405039505,5739
405039505,8863
445441503,37391
400115987,208730
400115987,182383
400115987,40355
412698683,15571
412698683,222412
412698683,220549
434065441,222450
405040058,122450
405040058,159827
405040058,175374
405040058,89446
405040058,222158
405040110,27730
405040110,209398
405039881,4040
405039881,71220
405039881,208472
405039881,68112
405039881,9431
406117483,222452
406117483,61413
405040502,222073
405040502,103097
405040502,222074
416311422,222367
416311422,222370
416311422,222371
416311422,217413
404470826,219995
428519524,222399
400117299,219967
400116174,209107
405040003,19454
405040003,152490
401996382,222528
422717590,34516
404471308,19083
412699030,222557
438109832,222278
404471326,186101
406118419,222285
406118419,222287
404471503,221383
405042181,80559
443859157,27450
448393426,213301
405042323,222386
415091910,212501
415091910,222582
443567944,222586
445442469,216843
405042403,222614
405042403,222615
419991708,222514
404471692,211627
435431132,222697
405042467,55626
435431089,283823
443859166,75336
404471861,222643
404471861,100000
405042822,61347
446958668,222649
405043279,3678
406119034,218624
406119034,94457
430028882,216663
404471978,29625
405043821,197390
412699307,220672
405043652,208000
405043652,41571
404472094,208396
405043572,209982
405043929,202276
406119418,166890
405044303,222743
405044367,202276
421270332,222719
423098873,222598
405044615,213771
406119515,222753
405044848,222676
404472325,222753
406119659,214497
443119938,222767
443119938,222770
405044704,214939
405044704,222486
416312065,222478
436683545,222460
416312118,222478
436036022,222495
412699520,222620
430028935,217814
404472824,222835
405046114,222833
406120317,222714
405046427,199404
400119224,222819
400119242,222836
405046365,222861
416312378,222821
406121101,220342
401997755,222892
405046855,52536
405046855,137295
426111110,171673
405046784,257606
405047140,98800
405045302,222796
441484136,217196
404472511,222531
404472511,222532
404472511,222533
404472469,1252
405045623,60320
405045623,11596
431171518,279273
439863211,218365
439863211,215550
439863211,218000
401997434,86431
406120086,90113
405045794,222664
404472744,206926
404472744,217239
405045464,222815
405045464,25183
405045534,222736
405045534,242846
405045534,152154
405045534,222735
405045534,182094
405047587,222917
405047587,218195
404473510,215254
404473510,214233
404473510,212683
404473510,213222
445444635,24882
405047550,141684
406121593,143107
404473761,38840
404473770,79169
404473752,140265
404473752,140266
412700439,208894
412700439,208867
406122128,173174
405048381,222956
400120962,213444
404474056,201661
404474056,135851
406122137,17455
405048559,221755
405048559,221756
400120944,213444
401998157,112507
405048470,19077
405048504,222959
445445144,218075
445445144,217750
445445144,222957
445445162,209653
405049068,212522
405049068,218154
405049068,222948
405049068,77865
416312662,222703
417882777,90272
405049077,222934
438109967,43704
404474467,31889
405049200,207530
405049059,356855
405049059,283833
405049102,113876
405049442,164338
419992057,184707
419992057,222988
423352552,5066
404474573,222897
405049601,42219
405049629,90194
404474289,145282
404474289,43469
417882820,207308
405049497,223007
405049530,223010
424068564,223003
424068564,31309
439863346,14902
417882848,118718
417882848,118238
417882811,207314
417882811,118238
419992084,103014
419992084,210717
419992084,223002
405049709,104636
417882884,223017
417882884,118238
412700787,154504
423352561,223028
423352561,31309
422934837,223030
424068591,223029
424068591,31309
404474653,222593
436036193,31570
436036193,69664
400121603,213445
422934846,223031
405050091,158470
405049950,210834
417882937,279225
417882937,222992
415092278,223060
415092278,116856
401994384,45290
401994384,221923
401994384,221924
445439320,221913
445439320,221914
445439320,181118
445439320,193485
433102224,221199
405032218,269664
405032218,69550
404466573,213242
404466573,216081
404465182,210163
406112816,124919
405027750,13391
401992750,86431
401992750,69981
401992750,147562
405026494,8463
400107139,218701
412695338,159045
405026500,221033
405026500,221035
430028203,216811
401991706,50056
401991706,221068
401991706,138832
404462844,221092
423352357,221667
406109679,220057
445435958,229736
416309426,51273
405024245,28279
405024245,183512
404462951,221125
424068010,220867
401991966,221098
405025084,24099
416309658,208842
416309658,51272
416309658,221166
405024236,4538
405024236,221121
405024236,2199
405024236,221119
405024236,215375
433102144,221199
439394326,221232
416309710,169281
416309710,221200
401992215,13997
401992215,31197
401992215,49399
401992215,140253
401992215,164824
405025440,147845
405025440,37804
406110346,132218
406110346,132219
412695622,221251
404463415,221161
404463415,221162
419990371,221243
419990371,221248
419990371,221246
419990371,221245
401992475,221264
445436573,174420
404463567,218335
400108566,25592
400108281,47608
400108281,40253
400108281,221002
400108548,163447
444957110,221250
412695454,221137
412695454,52461
405024600,221143
417881153,219658
417881153,219659
419990335,279356
425359060,221155
425359060,221156
405024619,164349
405024619,6014
426522453,24956
405024593,221159
405024593,140261
400107665,221171
400107665,214635
405026537,221001
421269861,209563
404463077,221177
405024735,219449
445436154,221195
405024726,220902
405024726,220907
405024726,220905
405024833,105490
404463111,206756
404463111,220912
404463111,220911
436035185,38583
405026396,221295
405026653,107455
435430678,221153
405026591,221078
405026591,207080
405026591,221079
405026591,221077
405026591,221076
405026591,210694
401992705,151092
401992705,181908
401992705,221190
401992705,167027
400108904,173774
400108904,216723
438109574,221311
404463754,221275
400109146,221299
400109146,221300
428881506,252287
428881506,221189
419990406,5202
415091242,216382
404463763,221326
405027000,3610
405027000,194978
405027000,215420
404463914,283779
404463914,321648
404463914,153348
445437000,212005
445437000,221355
445437000,221356
405027144,100092
405027144,59807
404463923,84356
404463923,15029
404463923,221218
405027199,192836
405026877,316708
405026877,221210
405026877,86548
405027224,221364
405027224,221365
405027224,221361
406111354,212024
401992821,221383
401992821,221384
405027331,587
412696079,221315
412696079,115613
412696079,221317
400110223,279353
400110223,221382
400110223,221380
400110223,221381
412696060,2803
401992901,221158
404464236,172933
441556371,79271
405028143,176108
405028143,165356
405028143,93862
405028143,32032
400110465,221416
406111602,28566
429320843,12571
405027956,169500
405027956,221400
416310067,216300
405028232,134557
442729656,221435
438726336,221418
438109592,221447
404464272,158788
401993027,197212
401993027,190613
446958007,105259
446958007,9039
448391981,219391
448391981,219392
424068065,219066
423098551,150763
405028526,206733
405028624,217693
405028624,221470
405028624,219884
405028795,30367
419990709,221491
419990709,210824
445437652,128354
405028759,90749
405028759,16178
423098711,221495
400111115,83439
434161998,237744
434161998,124210
412696701,211097
412696701,115099
400111151,221526
400111847,221642
448048700,221408
401993697,221679
401993697,221678
419990816,213896
405029437,43999
405029437,40068
441993899,221540
441993899,221541
441993899,221542
421270047,221674
400111883,221683
400111883,166811
405030906,39032
423098748,221702
405031086,78423
405031086,208215
412696952,221424
412696952,221426
445438438,221580
445438438,221579
445438438,128912
445438438,42734
445438438,221578
445438438,211131
416310548,197944
412696970,81574
412696970,283797
405031059,221703
401993679,221645
441484065,15942
430798256,218385
430798256,279317
430798256,211638
430798256,279315
406113316,279688
406113423,221792
406113423,35519
404466341,216357
405031905,216629
405031905,216636
405031905,221801
437062205,93617
437062205,218286
437062205,221517
437062205,221523
437062205,34295
406113646,219719
406113646,219483
406113646,210624
406113646,223516
405032174,221757
405032129,221775
405032129,210339
405032129,217019
405032129,221777
405032192,143563
423098800,211791
400112356,221818
400112356,221349
423098757,207007
424068136,221709
439862917,207525
405031371,221660
405031371,186556
405031371,8921
405031371,219463
405031371,219462
405031371,150527
423098766,221689
439862935,221695
401993884,216335
405031399,221701
405031399,36615
415591648,212716
415591648,221734
404466136,64584
404466136,221755
404466136,221756
406113236,43801
415591675,221761
405031576,141285
405031576,221648
405031576,220943
404466181,221686
404466181,42521
404466181,26498
423098793,221627
423098793,207006
423098793,221746
405031772,16699
405031772,12448
405031825,221242
406111979,28593
405029366,187725
406113290,213447
400111240,221546
404466207,29898
405029605,70345
405029543,176116
400111268,132178
400111268,83854
406112068,221570
416310209,178104
426522685,216105
426522685,221219
439862864,207525
427719686,221561
427719686,221562
406112200,216331
406112200,221598
401993312,221224
401993312,221225
401993312,65536
401993312,221226
401993312,22206
401993312,19059
401993312,221229
405029918,221616
400111464,221241
423098739,221627
434162041,216259
419618444,221587
419618444,221588
419618444,221591
400111516,65440
400111516,221548
400111516,221549
405030274,221553
433643765,162583
433643765,221632
433643765,221631
404465583,211345
404465583,221371
404465583,221374
404465583,221372
404465583,13744
404465583,213529
404465583,221375
406112433,221648
406112433,220943
445438072,221609
405030531,160474
405030531,215671
405030531,207822
405030531,221651
405030531,221652
405030531,213367
433643774,221428
404465618,44915
404465618,55257
415091402,218118
415091402,221602
415091402,221603
415091402,221604
443858283,221655
443858283,221657
443858283,221658
443858283,176011
422430765,221328
406113977,132612
406113977,214029
406113977,45304
405032860,221783
405032860,218837
405032860,218836
405032860,158624
425053791,221882
401994213,105705
412697416,211707
405032735,45104
405032735,50136
405032735,45558
405032735,37327
405032735,11755
405032735,10721
405032735,162099
405032735,20076
405032735,45557
405033020,221875
419990950,119907
445439099,220289
415091509,173205
404467215,1222
405033379,221791
412697531,1992
406113628,221837
404466528,214212
404466528,221690
433643809,221769
433643809,221770
433643809,221772
417881830,279298
417881830,279311
405032343,5053
405032343,47608
405032343,233233
405032343,91243
405032343,108069
405032343,18898
405032343,141914
405032343,179108
405032343,11755
405032343,78785
405032343,58029
405032370,156371
405032370,221847
405032370,196527
404466519,116474
405033501,349187
405033501,103285
405033501,221890
405033501,221889
405033501,221888
405032389,39774
405032389,217533
405032389,221705
425053773,221859
401994188,221841
400113015,211172
400113015,217702
447860903,221726
447860903,221729
447860903,129558
447860903,221732
434162167,219282
425359248,65809
425359248,221932
400113140,221869
406114468,221948
406114538,220531
406114538,76451
406114538,221973
406114538,214300
406114538,221974
434162210,216259
434162210,216261
405034092,63570
405034092,197362
405034092,221533
405034092,221532
405034092,221531
405034092,218909
405034092,221535
405034010,21138
405034010,77903
405034010,221906
405034154,221987
434162194,212249
434162194,221970
448392392,25442
448392392,221983
443567855,221986
424612654,221349
404467448,221988
419618569,181233
405034582,16381
405034582,8117
400113649,55603
400113649,108207
400113649,221949
400113649,187727
400113649,209129
424068234,222001
426522863,212248
406114752,217950
406114752,222006
432541895,209086
432541895,53228
432541895,53229
405034886,141088
405034886,221956
406114878,222018
405034813,156295
431171064,90043
431171064,123551
431171064,29295
435891661,222020
412697737,221424
405034760,10164
404467625,212629
404467625,217423
404467625,21227
404467625,176628
400113756,39610
404468786,54180
417882018,211789
417882018,209358
412697773,211777
405035037,98345
404468866,222065
415091625,216287
416310986,215665
416310986,57693
416310986,222040
416310986,222041
416310986,146519
405035867,7673
405035867,208467
405035867,222044
405035867,7672
405035867,32379
405035689,221865
405035689,212468
416310995,97021
404469231,8263
436035577,222115
401994963,220861
406115216,222111
406115216,222112
404469286,207559
405036241,29116
404469259,111909
404469259,222010
404469259,27480
405036394,208299
405036394,222139
405036394,28834
405036330,356806
405036330,222129
400114238,221939
400114238,279289
400114238,279284
400114238,211426
404469393,207305
404469393,96276
404469393,207323
405036492,219069
404469311,221999
404469375,222148
404469375,222149
406115467,217859
406115467,91798
406115467,217251
406115467,221226
406115467,81148
405018877,2667
405018877,25385
405018966,220720
405018966,251832
405018966,28553
406107305,117543
406107305,220682
406103684,220099
406103684,220103
406103684,220104
419989677,216519
419989677,211482
405011936,25148
405007460,219873
405007460,219874
405005738,219444
405005738,195332
405005578,219425
405005578,219427
401987383,25003
401987383,25004
401987383,218245
401987383,218244
439862506,219715
412693063,219721
412693063,81574
405005694,58272
405005694,58271
405005694,159916
416307231,219483
406101150,215997
405005658,219662
405005658,219658
405005658,219659
405005658,219660
405005658,219661
405005890,215682
405005890,95555
405005890,219703
405005890,219701
405005890,219700
405005890,219699
405005890,107975
405005890,65536
404453907,219722
404453907,219723
404453907,28092
405005907,219730
405005907,219732
405005907,219733
400097890,87343
400097890,217345
400097890,211911
400097890,217346
425358873,219546
401987560,219738
419989418,215550
424067752,219819
424067752,219818
424067752,120816
401987588,219378
412693116,142271
412693116,219791
412693116,219792
426521891,14048
415089380,131692
405007148,139799
405007077,10684
404454283,77108
404454283,186935
419618248,216835
419618248,219860
419618248,219863
419618248,219861
412693205,32227
400098924,219803
405007362,217100
405007362,92675
405007362,217099
419989463,219082
419989463,214541
405007585,218751
405007558,219876
405007692,104309
405007763,16642
405007763,219655
405007763,219656
405008049,12940
405008049,19073
405008049,48996
405007754,219887
404454648,146807
404454648,219896
406102015,136293
406102015,31775
404454639,212886
404454639,219890
406102024,75732
406102024,209300
435429699,219884
400099228,219767
406102186,219709
400099246,219904
400099246,219905
400099246,17789
412693278,219781
412693278,219783
412693278,56577
412693278,180160
412693278,207129
412693278,211777
412693278,116407
412693278,82697
412693278,219787
412693278,103492
412693278,219789
405008389,216829
405008389,167009
405008389,216828
404454069,9260
404454069,108712
404454069,10837
404454069,48689
405006247,219753
405006247,38583
404454096,219755
415089353,104612
400098461,51493
400098130,219764
427719132,164336
417880234,118936
417880234,165283
417880234,11520
417880234,11524
405006489,86879
445430542,210805
445430542,219796
445430542,210807
445430542,219800
405006522,219790
405006522,160160
401987686,215370
401987686,219770
401987711,219779
401987711,209163
405006700,108374
400099442,219834
400099442,219836
400099433,90682
400099433,217345
405008959,33130
405008959,219902
441993719,219927
400098443,214434
400098443,68644
405008851,145621
405008851,192228
400099665,219918
400099665,219919
424067798,148157
424067798,219601
445431211,219942
445431211,165366
405009020,10540
445431337,128719
445431337,219938
401988159,219703
401988159,85363
401988159,65536
405009011,10540
431170038,171339
401988186,13994
401988186,7175
401988186,187725
441556040,79271
424612333,213917
424612333,210447
424612333,219950
400100172,220024
405010848,55154
400100323,219967
445431827,220016
404455843,355483
404455843,155562
404455843,220036
404455843,220038
406103345,220054
430027758,37711
406103489,212364
406103489,219137
405011277,51806
416308070,219719
405011561,220074
405011561,219068
415089530,219924
412693731,207451
412693731,210734
405011516,1222
406102792,218195
404456129,220057
435429859,124574
435429859,219970
417880387,218808
417880387,218809
417880387,38827
405010189,218487
405010189,199207
405010189,219530
405010189,167724
422717457,215078
405009770,76346
405009770,283755
404455629,219988
443119643,217189
404455683,206911
401988373,218986
404455610,220005
404455610,218628
404455610,218630
406103112,215532
404455754,207055
404455754,220005
404455754,219435
404455754,108249
404455754,74567
404455754,140046
404455754,27540
404455754,76346
412693580,220023
431170216,219933
404455692,72078
404455692,89216
404455692,219995
404455692,207460
405012007,219930
405011874,165782
405012196,48542
445432050,16019
445432050,10261
405012212,219958
405012212,88187
405012212,207197
404456281,4168
405012258,220153
405012258,220154
406104004,220080
406104004,216788
406104004,14472
416308212,220188
416308212,220191
405012542,220183
400100975,219930
406104139,4434
406104139,47608
406104139,1222
406104139,9932
406104139,220129
401988854,219982
401988854,219980
401988863,33417
405012711,220167
404456904,221225
404456904,279371
404456904,252825
404456511,4168
405012980,30843
439862542,211916
439862542,211915
445432443,1749
405012926,63957
405012926,18872
405012926,214436
416308329,219989
405013275,220169
405013060,209109
405013060,180245
441993737,216467
441993737,220242
441993737,220243
404457048,220248
425358971,220226
405013239,183192
405013239,211495
405013239,58034
405013471,32070
400101572,77803
400101572,220233
400101572,220230
400101572,220234
401989050,44322
425053586,220283
423098506,220273
446957295,220287
415591309,220219
415591309,220221
435891563,26660
435891563,220241
406104665,219018
406104665,209549
424067850,220278
405013621,59807
405013621,100092
405013621,218218
406104709,220298
416308436,220204
400101661,220304
404457217,220305
445432666,220289
445432666,220290
445432666,220291
404460588,1923
405018314,220659
406107038,220610
406107038,220611
406107038,220612
401990538,218007
401990538,209788
405018635,66325
400105266,220663
401990565,161189
444548385,220726
412694749,220673
412694749,220672
405013818,19073
405013818,12940
405013818,48996
405018662,220553
405018662,220549
405018662,207796
405018662,206918
405018662,220551
405018662,220550
405018662,220554
405014005,26792
441556095,214749
441556095,103682
441556095,215370
441556095,219770
401989416,220341
428519374,205417
406105003,220354
406105003,137298
405014540,184552
405014540,67075
400102045,220336
400102045,220338
439394184,88846
439394184,176924
416308481,166893
406105138,220342
405014924,220379
405014844,220373
419989837,219556
406105334,220108
404458680,147346
404458680,29025
421269576,49885
421269576,220293
404458635,220388
405015255,218043
406105281,220390
406105281,211415
445433264,220343
405015424,219842
415591318,20297
416308579,219483
416308579,220413
440390195,220414
437061705,208706
437061705,209330
437061705,220141
437061705,220142
405016049,220375
405016049,208635
405016183,102121
405016183,220113
405016183,207592
405016183,139128
443119723,220415
419989855,42792
404458902,49537
405016192,220427
405016156,215030
406105646,220472
401989808,220488
406105753,49537
412694366,220131
421269629,213717
421269629,220495
404459126,39096
405016450,220502
405016450,74045
405016450,18313
405016450,78785
444957058,220446
444957058,220449
444957058,220453
444957058,220454
444957058,220455
445433727,220468
406105851,220489
437061714,220414
445433674,220511
404459215,211342
404459215,213298
406105860,211468
406105860,76494
406105860,222643
406105860,220521
426522202,33846
405016655,220531
400104016,155466
400104016,220555
443857989,220365
443857989,220367
405016940,220281
434161667,216261
434161667,216259
434161667,216260
405016977,210385
405016977,208388
421269656,220545
404459563,35397
404459563,211428
405017299,220581
405017191,220574
401990226,99565
405017360,220582
405017360,220583
405017360,220584
405017388,211794
405017388,140265
426522239,220595
426522239,220597
440390284,220625
440390284,215591
404460338,219464
404460338,220633
404460338,37804
404460338,219465
405017663,220615
405017663,210536
405017663,210531
405017663,220616
448048531,129569
443119787,220590
443119787,220594
431170476,217326
431170476,207646
431170476,220667
431170476,212886
405019242,220748
423352240,218243
417880868,118718
417880868,209324
417880868,220485
443119803,220772
443119803,220773
405019484,72753
405019484,219521
405019484,220751
405019484,44190
426110488,217839
425053648,220706
405019466,64076
404461514,98806
405019554,182173
440886748,209323
431170519,220618
431170519,67350
400105596,220615
400105596,220616
405019563,11081
443858041,220367
443858041,220692
443858041,220691
443858041,220690
443858041,220689
443858041,128021
443858041,127976
443858041,220686
443858041,220695
412694794,218684
412694794,220744
412694794,220746
415090868,44029
415090868,216287
445434897,220803
405020212,156727
405020221,220621
405020221,220623
406107797,212861
416309113,28736
400105890,68048
400105890,215572
412694945,220779
412694945,210292
412694945,115088
412694945,220783
412694945,220782
412694945,114491
412694945,114691
401991001,220819
406107868,5640
404461569,63961
400105729,220806
406107975,58348
406107975,23053
404462363,220964
406108992,220999
406108992,221000
405022577,220887
405022577,220888
404462504,11302
404462504,210190
401991476,130056
401991476,220712
406109349,220595
438109477,239917
412695294,221029
404462700,10120
405023264,76732
404462657,218275
417881073,220981
417881073,176089
404462675,87770
416309364,216583
416309364,221015
416309364,216584
404461676,86208
405020631,145904
405020631,220601
405020631,108144
405020631,207743
405020784,220797
405020784,72749
445435155,220856
445435155,220857
406108117,80280
406108117,220860
406108117,220861
405020837,220862
